03/25/19,2020,4180
03/26/19,1660,2970
03/27/19,1550,1010
03/28/19,1720,2350
03/29/19,2040,2200
03/30/19,3400,2570
04/01/19,2000,1780
04/11/19,960,3204/15/19,400,1577
